site_id,name,latitude,longitude,operator,n_refill_points,max_power_kw,connector_types,type_of_site,Carretera,Tipo_de_via
2024006001,22XP22T3KKJAK00139,43.310154,-1.943066,"ENDESA X WAY, S.L.",2,5.5,iec62196T2,openSpace,GI-20,Autopista libre\Autovía
YYKEAXDLRRYLYLLUCHIR,"TheF Charging Espana Abba Garden Hotel Barcelona, PLANTA -1",41.3856,2.10188,The F Charging Espana S.L.U.,4,22.0,iec62196T2,onstreet,B-20,Autopista libre\Autovía
2024006498,E-C-Paredes-sanLazaroSantiago-001,42.901196,-8.506861,IBERDROLA CLIENTES S.A.U,8,22.0,iec62196T2,openSpace,A-54,Autopista libre\Autovía
FNQJ68NJ1JWRCPJAVOQO,Restaurante El Marqués - Aguadulce,37.26286,-4.958262,CHARGING TOGETHER SL,8,180.0,iec62196T2COMBO,openSpace,A-92,Autopista libre\Autovía
2024003963,DIPBA Jerez de los Caballeros,38.320087,-6.77897,WENEA EMOBILITY SERVICES S.L.,3,50.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,N-435,Carretera convencional
2025000565,Burger King Ibi,38.608315,-0.594106,CHARGING TOGETHER SL,4,150.0,iec62196T2COMBO,openSpace,A-7,Autopista libre\Autovía
P7R3MALODGMPJRMLQEOM,"Repsol ES, CRED Calle Castilla",43.453526,-3.823695,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,S-10,Autopista libre\Autovía
ZMPIRCFAVYIN7ANHWRJU,CARREFOUR LOS ANGELES,40.362473,-3.6915781,CENTROS COMERCIALES CARREFOUR SA,1,150.0,iec62196T2COMBO,openSpace,M-40,Autopista libre\Autovía
2024006957,US_27_Valladolid_III,41.61745,-4.69264,"PLENOIL, S.L.",1,60.0,iec62196T2,onstreet,A-11,Autopista libre\Autovía
2024000388,A-Orihuela-003,37.927982,-0.736747,IBERDROLA CLIENTES S.A.U,4,50.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,AP-7N,Autopista peaje
2023003928,62022018090050,28.11925,-15.424725,"ENDESA X WAY, S.L.",1,7.4,iec62196T2,openSpace,GC-1 AM,Multicarril
2025000318,CARREFOUR ALCOBENDAS,40.52684,-3.6506126,CENTROS COMERCIALES CARREFOUR SA,2,150.0,iec62196T2COMBO,openSpace,A-1,Autopista libre\Autovía
JGEGR6YRXQY1DLPJDVHB,MU-Murcia-038,37.955055,-1.216147,IBERDROLA CLIENTES S.A.U,4,50.0,chademo|iec62196T2|iec62196T2COMBO,,MU-30,Autopista libre\Autovía
2024006040,62225022070032,40.386147,-3.637156,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,M-40,Autopista libre\Autovía
UAQADWKJ8TTPGBM8XNBA,Hotel Zentral Oviedo,43.357685,-5.85301,REPSOL SOLUCIONES ENERGÉTICAS SA,2,7.36,iec62196T2,openSpace,O-12,Autopista libre\Autovía
SKOTAKRH2SHUSTER0AZK,E-T-Campsa-002,41.132442,1.203931,IBERDROLA CLIENTES S.A.U,6,7.4,iec62196T2,openSpace,A-7,Autopista libre\Autovía
2023003763,61922022610016,36.189613,-5.431733,"ENDESA X WAY, S.L.",2,21.06,iec62196T2,openSpace,A-7S,Autopista libre\Autovía
2024005241,62051045630014,28.1418,-15.4274,"ENDESA X WAY, S.L.",1,7.4,iec62196T2,openSpace,GC-1 AM,Multicarril
2024001927,B-BarberadelValles-005,41.51778,2.153639,IBERDROLA CLIENTES S.A.U,8,22.0,iec62196T2,,AP-7N,Autopista peaje
2025000690,ES Nueva Montaña - 01,43.440266,-3.839394,CHARGING TOGETHER SL,2,150.0,iec62196T2COMBO,onstreet,S-10,Autopista libre\Autovía
2024000989,MU-Cieza-003,38.25941,-1.433424,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-30,Autopista libre\Autovía
2024005688,22XP22T3QQ1AN01083,39.86232,-3.97524,"ENDESA X WAY, S.L.",2,21.0,iec62196T2,openSpace,TO-23,Multicarril
PGHPKC2B3NEF2WDP3Y7M,"Repsol ES, Chousal S.L",43.512253,-8.219678,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,FE-13,Multicarril
2025000555,Burger King - Amposta,40.69835,0.58008,CHARGING TOGETHER SL,2,100.0,chademo|iec62196T2COMBO,openSpace,N-340,Multicarril
CGR0POIRWEFWQSVF6R6V,TotalEnergies - Rest. Las Brasas de San Esteban,41.939728,-5.545187,"TotalEnergies Charging Services España, SLU",6,50.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,A-6,Autopista libre\Autovía
2024005164,62050043020010,37.433586,-5.969743,"ENDESA X WAY, S.L.",3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,SE-20,Multicarril
2024006345,C6E06BCC22UKSJSYTZ,39.631702,2.733857,"ENDESA X WAY, S.L.",2,60.0,iec62196T2COMBO,openSpace,Ma-13,Autopista libre\Autovía
T5GISQFQJM8EZXHJLOIU,"Repsol ES, LES 4 RODES",41.09367,0.647901,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,N-420A,Carretera convencional
2025000292,"Sallent, Spain",41.789665,1.897825,Tesla Spain SLU,8,250.0,iec62196T2COMBO,openSpace,C-16,Autopista libre\Autovía
2024007440,O-AVILES-011,43.572582,-5.926099,IBERDROLA CLIENTES S.A.U,4,22.0,iec62196T2,openSpace,N-632A,Carretera convencional
2024004397,ACCIONA - Hotel Restaurante Mavi,40.855934,-3.6128633,ACCIONA Recarga,2,22.0,iec62196T2,onstreet,A-1,Autopista libre\Autovía
HKTWZNWCE8UJUIKYQHNA,B-Espluguesdellobregat-003,41.370678,2.0899,IBERDROLA CLIENTES S.A.U,2,150.0,iec62196T2COMBO,,B-20,Autopista libre\Autovía
2024006444,"Torija, Spain",40.748154,-3.033513,Tesla Spain SLU,8,250.0,iec62196T2COMBO,openSpace,A-2,Autopista libre\Autovía
PYNC87BCUKCPRI2CWSSE,Barcelona - Parc Sanitari Pere Virgili,41.415245,2.140119,P-APP & WEB SERVICIOS DIGITALES S.L.U.,18,7.59,iec62196T2,inBuilding,B-20,Autopista libre\Autovía
T2KHH9D4V73VNWJUHMVJ,BI-Santurtzi-003,43.33968,-3.045906,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,onstreet,N-644,Multicarril
ZERLSNALKLHKNENXTLWJ,TotalEnergies - Castillejo de Mesleon,41.28003,-3.600741,"TotalEnergies Charging Services España, SLU",4,100.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,N-1A,Carretera convencional
2024001856,E-M-TorrejonDeArdoz-003,40.460953,-3.489726,IBERDROLA CLIENTES S.A.U,4,22.0,iec62196T2,,A-2,Autopista libre\Autovía
2023004054,BI-Basauri-001,43.229733,-2.876316,IBERDROLA CLIENTES S.A.U,8,350.0,chademo|iec62196T2COMBO,openSpace,A-8,Autopista libre\Autovía
2025000291,Telpark - Hosp. Ramon y Cajal residentes,40.48745,-3.6957843,MAKSU ESPAÑA SL,21,7.0,iec62196T2,inBuilding,M-30,Autopista libre\Autovía
4LXDMOFDBHUDS0T5UORK,Pamplona - PDR006_CP_BUZTINTXURI_SR,42.830006,-1.666899,"Etecnic Movilidad Electrica, SRL",2,22.0,iec62196T2,other,PA-30,Multicarril
2023002871,2112101345,37.433556,-5.969713,"ENDESA X WAY, S.L.",2,150.0,iec62196T2COMBO,openSpace,SE-20,Multicarril
2025000282,Telpark - Hosp. Ramon y Cajal,40.487453,-3.6957777,MAKSU ESPAÑA SL,6,22.0,iec62196T2,inBuilding,M-30,Autopista libre\Autovía
GIIJLBCGUFI3DXRXS4AJ,Via Augusta - C. Comercial,41.482788,2.051377,IBERDROLA CLIENTES S.A.U,4,96.0,domesticF|iec62196T2|iec62196T2COMBO,openSpace,B-30,Autopista libre\Autovía
2024004656,SHELL URNIETA,43.234943,-1.99994,Prio Recharge Sl.,2,50.0,iec62196T2COMBO,other,A-15,Autopista libre\Autovía
2023003620,62009007340014,36.189583,-5.431703,"ENDESA X WAY, S.L.",2,21.06,iec62196T2,openSpace,A-7S,Autopista libre\Autovía
ZHQLIDYSQTIG6UK8EIZM,"Repsol ES, Verin S.A. DCHA.",41.94547,-7.415855,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,N-525,Carretera convencional
W8RLXD1J9IZTCXMPH4LT,"Repsol ES, Blanlei S.L.",38.406437,-0.438919,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-70,Autopista libre\Autovía
2025000360,CARREFOUR CACERES,39.46809,-6.39661,CENTROS COMERCIALES CARREFOUR SA,1,50.0,chademo|iec62196T2COMBO,openSpace,N-630,Multicarril
3YFRILFMEG3V0QY8E8YE,Alfafar - Mcdonald's Alfafar 60,39.4114,-0.382398,CHARG-ELECTRA SPAIN SL,2,300.0,iec62196T2COMBO,openSpace,V-31,Autopista libre\Autovía
2024000028,S-Arce-001,43.41561,-3.93811,IBERDROLA CLIENTES S.A.U,4,22.0,iec62196T2,openSpace,N-611,Carretera convencional
2025000496,ES_BP_VIAPARK - VICAR,36.8164,-2.5998,CHARGING TOGETHER SL,2,150.0,iec62196T2COMBO,onstreet,A-7S,Autopista libre\Autovía
2024003878,E-Z-VillanuevaDeGallego-001,41.76181,-0.831585,IBERDROLA CLIENTES S.A.U,6,22.0,iec62196T2,,A-23,Autopista libre\Autovía
2025000371,CARREFOUR ALGECIRAS,36.142826,-5.462257,CENTROS COMERCIALES CARREFOUR SA,1,50.0,chademo|iec62196T2COMBO,openSpace,A-7S,Multicarril
XZ8MADJTJVS695JQFZ9J,"Mercadona, Av. de Puerto Rico, Zaragoza",41.702736,-0.997137,REPSOL SOLUCIONES ENERGÉTICAS SA,4,22.17,iec62196T2,openSpace,N-232,Multicarril
2024000654,T-ElVendrell-005,41.22414,1.544623,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2COMBO,openSpace,N-340,Carretera convencional
2024000937,A-Finestrat-009,38.534412,-0.172388,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2COMBO,openSpace,N-332,Multicarril
2024001100,E-PO-Lalin-002,42.666473,-8.115733,IBERDROLA CLIENTES S.A.U,6,22.0,iec62196T2,,N-640,Carretera convencional
2023003989,61945052670008,37.614117,-4.695174,"ENDESA X WAY, S.L.",3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-45,Autopista libre\Autovía
2024005201,61833042530001,39.588463,2.673425,"ENDESA X WAY, S.L.",2,6.58,iec62196T2,openSpace,Ma-13,Autopista libre\Autovía
2024006344,C6E06BCC22KVANGVTS,39.63174,2.733854,"ENDESA X WAY, S.L.",2,60.0,iec62196T2COMBO,openSpace,Ma-13,Autopista libre\Autovía
2024005158,62020013930039,38.871174,-6.973456,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,BA-20,Multicarril
2024005227,62126022680006,36.48845,-4.953784,"ENDESA X WAY, S.L.",3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-7S,Autopista libre\Autovía
2023003926,62022018090041,28.119202,-15.424761,"ENDESA X WAY, S.L.",1,7.4,iec62196T2,openSpace,GC-1 AM,Multicarril
LLMWEJSWOKQUECBWE9MA,Parking Centro Comercial Bilbondo by Porsche,43.22971,-2.876304,CHARGING TOGETHER SL,8,350.0,chademo|iec62196T2COMBO,openSpace,A-8,Autopista libre\Autovía
6SNA07EASZOE8CG1ZIR9,"Repsol ES, CRED Riu Ebre",40.70916,0.588111,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,N-340,Multicarril
2024006677,E-A-Elche/Elx-014,38.26081,-0.65899,IBERDROLA CLIENTES S.A.U,2,16.0,iec62196T2,,EL-20,Autopista libre\Autovía
2024002273,E-A-Orihuela-006,38.080303,-1.009994,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,onstreet,N-340,Carretera convencional
2024000089,C-SantiagodeCompostela-007,42.8715,-8.55084,IBERDROLA CLIENTES S.A.U,6,7.0,iec62196T2,,SC-20,Multicarril
2024005535,61942049840002,39.971523,-0.075763,"ENDESA X WAY, S.L.",3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,CS-22,Multicarril
2024003876,Z-EPILA-001,41.554,-1.20842,IBERDROLA CLIENTES S.A.U,1,50.0,chademo|iec62196T2COMBO,,A-2,Autopista libre\Autovía
2025000691,Estación Valcarce Tudela,42.120697,-1.675233,CHARGING TOGETHER SL,6,400.0,chademo|iec62196T2COMBO,onstreet,A-68,Autopista libre\Autovía
2024000592,BU-MelgardeFernamental-001,42.403973,-4.247177,IBERDROLA CLIENTES S.A.U,2,7.3,iec62196T2,onstreet,N-120,Carretera convencional
2024002196,E-A-Elche/Elx-013,38.26274,-0.69449,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,onstreet,N-340,Carretera convencional
2024005156,62020013930022,38.871174,-6.973202,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,BA-20,Multicarril
2024000220,NA-Yesa-001,42.62066,-1.203379,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2COMBO,onstreet,A-21,Autopista libre\Autovía
HFCDGNAUTYFOXEMTYIOG,Seur Córdoba,37.8449,-4.79378,REPSOL SOLUCIONES ENERGÉTICAS SA,6,11.08,iec62196T2,openSpace,A-4,Autopista libre\Autovía
2024006428,"Málaga, Spain",36.655025,-4.479943,Tesla Spain SLU,12,250.0,iec62196T2COMBO,openSpace,MA-20,Autopista libre\Autovía
2024004832,Mcdonald's Andújar,38.038357,-4.037858,WENEA EMOBILITY SERVICES S.L.,2,100.0,iec62196T2COMBO,onstreet,A-4,Autopista libre\Autovía
2025000582,Estación de servicio Ferlu by Porsche,39.926792,-5.184937,CHARGING TOGETHER SL,8,360.0,chademo|iec62196T2COMBO,onstreet,A-5,Autopista libre\Autovía
9MZMD88UXJPHTBERIJOU,BU-ArandadeDuero-007,41.67703,-3.690777,IBERDROLA CLIENTES S.A.U,16,150.0,chademo|iec62196T2|iec62196T2COMBO,,N-1,Carretera convencional
2023003057,C6E15BCC21FHXZTYCV,37.592896,-2.46555,"ENDESA X WAY, S.L.",2,150.0,iec62196T2COMBO,openSpace,A-92N,Autopista libre\Autovía
2023002310,APK2 Marqués de Duero,36.48439,-4.989212,EDP CLIENTES SAU,2,7.4,iec62196T2,onstreet,A-7S,Autopista libre\Autovía
2023004025,19XM32T8KK3AR00046,43.42717,-3.838602,"ENDESA X WAY, S.L.",3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,S-10,Autopista libre\Autovía
2024000836,HU-Barbastro-002,42.0249,0.053188,IBERDROLA CLIENTES S.A.U,4,50.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,A-22,Autopista libre\Autovía
26HKWRBGJJREAZLGXUIX,"Repsol, GLP-Huelva",37.183784,-6.911489,REPSOL SOLUCIONES ENERGÉTICAS SA,2,22.17,iec62196T2,openSpace,N-442,Carretera convencional
KCG0D4GRFK89QUVRWU7E,LEKUNBERRI,43.008144,-1.896989,Energía Distribuida del Norte S.A.,1,50.0,iec62196T2|iec62196T2COMBO,onstreet,A-15,Autopista libre\Autovía
JQ4KIIQZIFCQFRDWHEYV,cargadores LOW COST supercharger,41.113384,1.217581,"Etecnic Movilidad Electrica, SRL",26,180.0,chademo|iec62196T2|iec62196T2COMBO,other,N-340,Carretera convencional
2024006791,E-BA-Merida-004,38.923412,-6.32437,IBERDROLA CLIENTES S.A.U,4,22.0,iec62196T2,openSpace,N-5,Carretera convencional
2024005189,20XM32T8KK3AR00024,43.427155,-3.838617,"ENDESA X WAY, S.L.",3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,S-10,Autopista libre\Autovía
2024006736,C8A233S023DKYBKATA-,40.952175,-5.649138,"CEPSA COMERCIAL PETRÓLEO,S.A.U.",1,180.0,iec62196T2COMBO,other,A-50,Autopista libre\Autovía
RCVER7LF6CIC89VARDEB,"Repsol ES, Gestion Inmobiliaria Afidcasa",40.450695,-3.881572,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,M-50,Autopista libre\Autovía
AIZQ2YRWF3ZYWY8Y171U,"Repsol ES, E.S. Molandri S.L.",36.69287,-4.46331,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,MA-20,Autopista libre\Autovía
2023004149,Vitoria-Gasteiz - Beroil Vitoria,42.84727,-2.75244,(ZUNDER) Grupo Easychargar SA,2,20.0,iec62196T2COMBO,onstreet,A-1,Autopista libre\Autovía
2024006410,"Albacete, Spain",39.134872,-2.038425,Tesla Spain SLU,8,250.0,iec62196T2COMBO,openSpace,A-31,Autopista libre\Autovía
2024000587,CS-ONDA-004,38.81733,0.020513,IBERDROLA CLIENTES S.A.U,4,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,AP-7N,Autopista libre\Autovía
2025000348,Decathlon Usera,40.366158,-3.711676,EDP CLIENTES SAU,5,150.0,iec62196T2|iec62196T2COMBO,,M-40,Autopista libre\Autovía
2024005053,20XP22T3KK4AL00854,43.42714,-3.838632,"ENDESA X WAY, S.L.",2,20.4,iec62196T2,openSpace,S-10,Autopista libre\Autovía
2023004050,E-BI-Barakaldo-001,43.291878,-3.006671,IBERDROLA CLIENTES S.A.U,2,7.4,domesticF|iec62196T2,,BI-10,Autopista libre\Autovía
2024005111,62009004500005,36.489952,-4.952039,"ENDESA X WAY, S.L.",1,7.4,iec62196T2,openSpace,A-7S,Autopista libre\Autovía
2023003937,62009004500008,36.489937,-4.952054,"ENDESA X WAY, S.L.",2,21.06,iec62196T2,openSpace,A-7S,Autopista libre\Autovía
2023003554,61923025280005,40.3654,-3.5847,"ENDESA X WAY, S.L.",2,21.06,iec62196T2,openSpace,A-3,Autopista libre\Autovía
2024000205,M-Alcorcon-013,40.34825,-3.850106,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2COMBO,openSpace,A-5,Autopista libre\Autovía
NKS2NVH0KJX8KZLP4GJA,Brasería Villa de Sax,38.5456,-0.8164,CHARGING TOGETHER SL,4,150.0,chademo|iec62196T2COMBO,openSpace,A-31,Autopista libre\Autovía
2024004520,Eurostars Grand Marina,41.371788,2.1786833,"Galp Energía España, S.A.U.",1,14.8,iec62196T2,openSpace,B-10,Autopista libre\Autovía
UQNPNXNWGMZOLZWKX2YH,"Repsol ES, CRED La Albericia",43.463383,-3.838176,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,S-20,Autopista libre\Autovía
SCMIDMIAU7NQLNYNLIT7,"Repsol ES, CRED Puente Castro",42.58558,-5.559408,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,N-120,Multicarril
D09KL1KBUCDTTZGGF4VV,"Repsol ES, CRED Siero",43.39399,-5.779967,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-64,Autopista libre\Autovía
2024006246,C6E15BCC22GTDFKXML,42.316563,2.105661,"ENDESA X WAY, S.L.",2,100.0,iec62196T2COMBO,openSpace,N-260,Carretera convencional
2023002908,19XM32T8KK3AR00045,41.738594,1.821968,"ENDESA X WAY, S.L.",3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,C-25,Autopista libre\Autovía
2025000625,GasDen - Gata de Gorgos,38.77853,0.086139,CHARGING TOGETHER SL,2,100.0,chademo|iec62196T2COMBO,onstreet,N-332,Carretera convencional
2023003967,62020013930023,43.2758,-2.02403,"ENDESA X WAY, S.L.",2,10.53,iec62196T2,openSpace,N-634,
2025000144,Ortuella Urioste,43.312927,-3.030306,Atlante Iberia S.L.,1,150.0,iec62196T2COMBO,onstreet,AP-8,Autopista peaje
2024001828,TAELPO,42.443512,-8.587935,ENERGEA CONSULTING Y ASESORES SL,1,22.0,iec62196T2,openSpace,N-541,Carretera convencional
2023003570,20XM32T8KK4AR00005,37.159813,-4.124414,"ENDESA X WAY, S.L.",3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-92,Autopista libre\Autovía
N0WDLOR8VLUOS30W0K6Z,"Repsol ES, GESLAMA-PER,S.L.",40.40769,-3.659906,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-3,Autopista libre\Autovía
2024000899,VA-Valladolid-001,41.674225,-4.720923,IBERDROLA CLIENTES S.A.U,2,43.6,chademo|iec62196T2|iec62196T2COMBO,openSpace,VA-20,Multicarril
2024006381,"Girona, Spain",41.998302,2.817128,Tesla Spain SLU,4,150.0,iec62196T2|iec62196T2COMBO,openSpace,N-2A,Carretera convencional
2024005125,1590001618,36.488983,-4.953034,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,A-7S,Autopista libre\Autovía
2024005123,1590001318,36.48897,-4.953049,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,A-7S,Autopista libre\Autovía
2024000805,"Allego LORETO MOTOR, S.L.U.",36.715843,-6.106937,Allego Spain S.L.U,1,50.0,chademo|iec62196T2COMBO,other,A-4,Autopista libre\Autovía
2024004445,ACCIONA - PARKE TEC - EDIFICIO A21,43.29569,-1.9856485,ACCIONA Recarga,2,7.0,iec62196T2,openSpace,GI-20,Autopista libre\Autovía
2025000563,ES-BP-BORMUJOS,37.38118,-6.064437,CHARGING TOGETHER SL,2,100.0,chademo|iec62196T2COMBO,onstreet,A-49,Autopista libre\Autovía
2024004014,Camping Queixans,42.392773,1.916224,WENEA EMOBILITY SERVICES S.L.,3,50.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,N-260,Carretera convencional
2023004094,Miranda de Ebro - Ronda del Ferrocarril,42.689938,-2.9414196,(ZUNDER) Grupo Easychargar SA,6,150.0,iec62196T2|iec62196T2COMBO,onstreet,N-1,Carretera convencional
2024004635,DFG - Alegia,43.10007,-2.096296,Diputación Foral de Gipuzkoa,2,22.0,iec62196T2,onstreet,A-1,Autopista libre\Autovía
2024006349,HYC22BZ5189B,39.63182,2.733847,"ENDESA X WAY, S.L.",2,300.0,iec62196T2COMBO,openSpace,Ma-13,Autopista libre\Autovía
2024005183,20XP22T3KK4AZ00143,39.610104,2.687953,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,Ma-13,Autopista libre\Autovía
2024000189,CU-AtalayaDelCañavate-001-2,39.538704,-2.25491,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2COMBO,onstreet,A-3,Autopista libre\Autovía
2023004158,CC MN4,39.415997,-0.380054,Punto Recargas SL,30,80.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,V-31,Autopista libre\Autovía
2023002346,AhorraMas La peseta,40.362747,-3.750404,EDP CLIENTES SAU,2,22.0,iec62196T2,onstreet,M-40,Autopista libre\Autovía
2024004342,Media Markt Les Gavarres,41.132046,1.20302,Punto Recargas SL,6,150.0,chademo|iec62196T2COMBO,onstreet,A-7,Autopista libre\Autovía
2024006916,US_177_Fuengirola,36.548687,-4.6266747,"PLENOIL, S.L.",1,60.0,iec62196T2,onstreet,A-7S,Autopista libre\Autovía
2024006020,21XP22T3KK4AL00158,36.494778,-4.785424,"ENDESA X WAY, S.L.",2,21.0,iec62196T2,openSpace,A-7S,Autopista libre\Autovía
2024004362,PUNTO DE RECARGA DEL PUERTO,43.304478,-2.2026212,AYUNTAMIENTO DE GETARIA-GETARIAKO UDALA,1,55.0,iec62196T3A,onstreet,N-634,
EAFC790EZEI1KHQTUDXW,"Repsol ES, NAVAS. S.L.",41.25931,-3.591229,REPSOL SOLUCIONES ENERGÉTICAS SA,1,25.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-1,Autopista libre\Autovía
2023002775,62020013930038,40.475986,-3.640783,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,M-40,Autopista libre\Autovía
2024005508,C6E06BCC22ZRBHDPPK,41.3383,-1.222312,"ENDESA X WAY, S.L.",2,60.0,iec62196T2COMBO,openSpace,N-330,Carretera convencional
DTRAMSTNLKU2G3GL85AW,"Repsol ES, CRED Sancti Spiritus",40.711796,-6.387456,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-62,Autopista libre\Autovía
UDID1FNYOX9UT78W8V3Z,NIMA GRUP - FORD TCI  - INGETEAM EdRSR 11,41.1377,1.229063,"Etecnic Movilidad Electrica, SRL",2,22.0,iec62196T2,other,A-27,Autopista libre\Autovía
UONKY5MWFKBTGUCEZMQC,Circutor Laboratory,41.56129,1.961273,CHARGING TOGETHER SL,2,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,C-16,Autopista peaje
2024000142,TO-Oropesa-001,39.926884,-5.18534,IBERDROLA CLIENTES S.A.U,4,150.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,A-5,Autopista libre\Autovía
2023003966,62020013930012,43.27577,-2.024,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,N-634,
DDIDMKXK8RZIPNUBOYEI,MU-Murcia-093,37.986355,-1.1397815,IBERDROLA CLIENTES S.A.U,2,22.0,domesticF|iec62196T2,onstreet,A-30,Autopista libre\Autovía
2024007028,US_152_Santiago_de_Compostela,42.9027,-8.508863,"PLENOIL, S.L.",1,60.0,iec62196T2,onstreet,SC-20,Multicarril
2024005134,20XP22T3KK4AL01112,38.262314,-0.721,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,N-340,Carretera convencional
2024003569,E.leclerc Gas station Cordovilla,42.784943,-1.634799,Punto Recargas SL,2,150.0,iec62196T2COMBO,onstreet,A-15,Autopista libre\Autovía
3ODOJOF9HRKFKTYJYMPV,"Repsol, GLP-Escombreras",37.56955,-0.934904,REPSOL SOLUCIONES ENERGÉTICAS SA,2,22.17,iec62196T2,openSpace,CT-34,Multicarril
2024007256,C. Vía Traiana. Sevilla,37.382835,-5.913342,"Wenea Services Spain, S.L.",2,22.0,iec62196T2,onstreet,A-92,Autopista libre\Autovía
2024002005,Hotel la Palma,43.40708,-4.758927,EDP CLIENTES SAU,1,50.0,chademo|iec62196T2|iec62196T2COMBO,,A-8,Autopista libre\Autovía
2025000445,JV_E.S. Oropesa - Saras 01,39.9269,-5.185408,CHARGING TOGETHER SL,4,150.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,A-5,Autopista libre\Autovía
2024001887,E-CA-SanFernando-001,36.476,-6.201287,IBERDROLA CLIENTES S.A.U,4,22.0,iec62196T2,,CA-33,Autopista libre\Autovía
2024000797,"Allego GAMBOA AUTOMOCIÓN, S.A. - ALCORCON",40.356476,-3.824132,Allego Spain S.L.U,1,50.0,chademo|iec62196T2COMBO,other,A-5,Autopista libre\Autovía
2024004497,Barajas - Aeropuerto,40.46769,-3.579164,"Galp Energía España, S.A.U.",1,60.0,iec62196T2COMBO,onstreet,M-11,Autopista libre\Autovía
ENVWLACJLWPLEMZU19S0,"Repsol ES, CRED Foz",43.57688,-7.269241,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,N-642,Carretera convencional
